maintenance_id,truck_id,maintenance_date,maintenance_type,odometer_reading,labor_hours,labor_cost,parts_cost,total_cost,facility_location,downtime_hours,service_description
MAINT00002153,TRK00047,2024-03-04,Brake,251580,2.5,287.88,1774.48,2062.36,Kansas City,21.1,Routine Brake
MAINT00002154,TRK00083,2024-03-04,Inspection,73723,4.8,487.29,147.23,634.52,Kansas City,28.7,Routine Inspection
MAINT00002155,TRK00054,2024-03-05,Tire,381834,5.2,594.66,2130.98,2725.64,Portland,2.5,Scheduled Tire
MAINT00002156,TRK00071,2024-03-05,Repair,389048,4.8,531.31,1456.41,1987.72,Memphis,36.0,Scheduled Repair
MAINT00002157,TRK00040,2024-03-05,Transmission,480881,7.7,949.36,1547.48,2496.84,Philadelphia,17.9,Emergency Transmission
MAINT00002158,TRK00043,2024-03-06,Preventive,278909,1.3,139.58,3308.12,3447.7,Indianapolis,23.6,Scheduled Preventive
MAINT00002159,TRK00039,2024-03-07,Tire,499787,4.6,457.05,3088.33,3545.38,Seattle,34.7,Routine Tire
MAINT00002160,TRK00104,2024-03-07,Transmission,87951,1.0,104.69,2428.6,2533.29,Kansas City,29.9,Scheduled Transmission
MAINT00002161,TRK00015,2024-03-07,Inspection,632981,6.1,529.04,113.32,642.36,Detroit,12.6,Scheduled Inspection
MAINT00002162,TRK00044,2024-03-08,Repair,149570,4.5,544.35,2644.79,3189.14,Indianapolis,30.8,Emergency Repair
MAINT00002163,TRK00045,2024-03-08,Preventive,148850,6.6,618.86,318.89,937.75,Miami,18.9,Scheduled Preventive
MAINT00002164,TRK00018,2024-03-08,Engine,144183,5.0,606.93,923.06,1529.99,Nashville,29.3,Scheduled Engine
MAINT00002165,TRK00117,2024-03-08,Tire,349065,1.7,166.88,2656.26,2823.14,Phoenix,7.0,Scheduled Tire
MAINT00002166,TRK00070,2024-03-09,Engine,687074,7.6,669.92,884.13,1554.05,Oklahoma City,40.5,Routine Engine
MAINT00002167,TRK00048,2024-03-09,Repair,580980,0.8,77.99,699.97,777.96,Chicago,44.4,Routine Repair
MAINT00002168,TRK00100,2024-03-09,Tire,296926,3.0,367.09,1566.58,1933.67,Dallas,31.6,Routine Tire
MAINT00002169,TRK00027,2024-03-09,Repair,135546,1.9,193.43,524.04,717.47,Omaha,43.6,Routine Repair
MAINT00002170,TRK00085,2024-03-10,Repair,188431,1.0,96.71,1551.04,1647.75,Charlotte,35.0,Scheduled Repair
MAINT00002171,TRK00013,2024-03-10,Engine,279278,5.9,714.42,226.01,940.43,Denver,14.6,Scheduled Engine
MAINT00002172,TRK00110,2024-03-10,Repair,625348,4.6,492.36,763.99,1256.35,Philadelphia,42.6,Emergency Repair
MAINT00002173,TRK00021,2024-03-11,Transmission,666773,3.0,279.46,1785.94,2065.4,Portland,27.0,Scheduled Transmission
MAINT00002174,TRK00035,2024-03-11,Engine,253040,7.4,763.8,3092.46,3856.26,Philadelphia,30.9,Scheduled Engine
MAINT00002175,TRK00096,2024-03-12,Repair,590807,3.4,308.94,1275.88,1584.82,Denver,30.8,Scheduled Repair
MAINT00002176,TRK00092,2024-03-12,Preventive,339672,6.7,793.54,1704.67,2498.21,Nashville,12.2,Scheduled Preventive
MAINT00002177,TRK00057,2024-03-14,Tire,505421,1.3,130.45,2496.1,2626.55,Atlanta,22.3,Emergency Tire
MAINT00002178,TRK00079,2024-03-14,Transmission,214060,2.2,254.69,89.29,343.98,Detroit,19.7,Scheduled Transmission
MAINT00002179,TRK00089,2024-03-14,Preventive,364483,2.4,290.74,1046.18,1336.92,Indianapolis,10.1,Routine Preventive
MAINT00002180,TRK00098,2024-03-15,Tire,85448,4.9,473.79,1626.54,2100.33,Columbus,41.6,Emergency Tire
MAINT00002181,TRK00019,2024-03-15,Transmission,466874,7.6,689.47,2543.03,3232.5,Indianapolis,25.1,Emergency Transmission
MAINT00002182,TRK00117,2024-03-16,Transmission,295347,3.2,301.63,119.09,420.72,Los Angeles,5.1,Scheduled Transmission
MAINT00002183,TRK00089,2024-03-16,Repair,153249,3.4,412.57,617.42,1029.99,Oklahoma City,47.4,Scheduled Repair
MAINT00002184,TRK00103,2024-03-16,Tire,521894,2.1,238.31,3136.39,3374.7,New York,20.6,Routine Tire
MAINT00002185,TRK00050,2024-03-16,Inspection,664989,7.0,660.18,144.32,804.5,Los Angeles,5.5,Routine Inspection
MAINT00002186,TRK00077,2024-03-16,Brake,303555,1.2,144.83,1899.5,2044.33,Milwaukee,26.1,Scheduled Brake
MAINT00002187,TRK00053,2024-03-17,Preventive,174137,5.9,688.3,950.78,1639.08,Denver,9.0,Scheduled Preventive
MAINT00002188,TRK00120,2024-03-17,Brake,445536,1.9,194.54,583.96,778.5,Milwaukee,33.1,Scheduled Brake
MAINT00002189,TRK00045,2024-03-17,Transmission,623251,4.8,410.0,1236.5,1646.5,Philadelphia,29.7,Routine Transmission
MAINT00002190,TRK00025,2024-03-17,Repair,421411,5.0,526.31,448.54,974.85,Houston,2.6,Scheduled Repair
MAINT00002191,TRK00081,2024-03-17,Preventive,387946,3.3,356.47,1497.2,1853.67,Omaha,17.4,Routine Preventive
MAINT00002192,TRK00010,2024-03-17,Brake,239230,5.7,638.65,564.55,1203.2,Denver,39.1,Scheduled Brake
MAINT00002193,TRK00108,2024-03-18,Preventive,636511,3.3,303.6,755.45,1059.05,Philadelphia,36.3,Scheduled Preventive
MAINT00002194,TRK00103,2024-03-18,Inspection,143005,7.3,790.62,116.32,906.94,Philadelphia,3.5,Emergency Inspection
MAINT00002195,TRK00057,2024-03-19,Engine,413115,7.4,774.64,304.05,1078.69,Houston,21.6,Routine Engine
MAINT00002196,TRK00077,2024-03-19,Preventive,465751,5.4,461.1,2476.48,2937.58,Phoenix,30.1,Routine Preventive
MAINT00002197,TRK00018,2024-03-20,Brake,514434,3.7,439.82,73.73,513.55,Indianapolis,29.9,Scheduled Brake
MAINT00002198,TRK00120,2024-03-21,Tire,182280,3.1,357.72,3061.46,3419.18,Phoenix,4.3,Scheduled Tire
MAINT00002199,TRK00035,2024-03-21,Engine,358763,6.6,737.96,771.8,1509.76,Nashville,31.3,Emergency Engine
MAINT00002200,TRK00034,2024-03-21,Inspection,439587,5.6,562.49,0.14,562.63,Denver,42.5,Scheduled Inspection
MAINT00002201,TRK00090,2024-03-21,Transmission,546389,0.6,67.18,2494.41,2561.59,Dallas,41.3,Scheduled Transmission
MAINT00002202,TRK00093,2024-03-21,Transmission,429996,5.4,513.61,913.43,1427.04,Miami,3.9,Scheduled Transmission
MAINT00002203,TRK00112,2024-03-21,Brake,362977,7.2,886.74,3389.09,4275.83,Oklahoma City,35.0,Emergency Brake
MAINT00002204,TRK00047,2024-03-23,Transmission,84901,2.2,263.13,634.44,897.57,Philadelphia,28.6,Scheduled Transmission
MAINT00002205,TRK00071,2024-03-23,Repair,383748,5.9,669.23,2640.64,3309.87,Charlotte,16.0,Routine Repair
MAINT00002206,TRK00050,2024-03-24,Engine,531238,5.9,536.16,2933.35,3469.51,Columbus,5.3,Emergency Engine
MAINT00002207,TRK00115,2024-03-25,Engine,536918,7.9,825.4,892.05,1717.45,Memphis,22.1,Scheduled Engine
MAINT00002208,TRK00083,2024-03-26,Preventive,594570,2.6,225.2,214.27,439.47,Charlotte,46.6,Routine Preventive
MAINT00002209,TRK00026,2024-03-27,Engine,547718,5.8,657.3,2136.87,2794.17,Milwaukee,34.4,Emergency Engine
MAINT00002210,TRK00112,2024-03-27,Inspection,133749,0.5,57.44,67.57,125.01,Atlanta,39.2,Scheduled Inspection
MAINT00002211,TRK00032,2024-03-28,Engine,100902,2.2,231.64,2956.18,3187.82,Salt Lake City,35.9,Routine Engine
MAINT00002212,TRK00091,2024-03-28,Engine,469396,2.4,204.38,1544.11,1748.49,Minneapolis,20.0,Emergency Engine
MAINT00002213,TRK00102,2024-03-29,Tire,146389,6.3,674.96,2289.92,2964.88,Nashville,2.6,Scheduled Tire
MAINT00002214,TRK00092,2024-03-29,Brake,208563,4.1,430.3,125.96,556.26,Salt Lake City,9.2,Emergency Brake
MAINT00002215,TRK00103,2024-03-30,Preventive,234859,5.5,641.85,79.92,721.77,Atlanta,18.9,Routine Preventive
MAINT00002216,TRK00073,2024-03-31,Transmission,631841,5.1,583.1,469.56,1052.66,Indianapolis,6.3,Routine Transmission
MAINT00002217,TRK00050,2024-03-31,Engine,78533,1.8,157.89,2754.09,2911.98,Detroit,13.8,Emergency Engine
MAINT00002218,TRK00039,2024-03-31,Preventive,667731,5.7,543.86,71.81,615.67,Charlotte,29.2,Routine Preventive
MAINT00002219,TRK00085,2024-03-31,Transmission,245945,0.6,56.74,2248.36,2305.1,Phoenix,34.9,Routine Transmission
MAINT00002220,TRK00058,2024-04-01,Brake,183810,2.9,247.34,1925.02,2172.36,Oklahoma City,46.4,Scheduled Brake
MAINT00002221,TRK00078,2024-04-02,Repair,635837,5.6,622.2,1603.06,2225.26,Miami,18.9,Routine Repair
MAINT00002222,TRK00007,2024-04-02,Repair,256869,1.4,120.55,541.98,662.53,New York,20.4,Scheduled Repair
MAINT00002223,TRK00022,2024-04-03,Brake,678040,6.6,666.79,79.3,746.09,Nashville,34.3,Routine Brake
MAINT00002224,TRK00019,2024-04-03,Engine,635678,0.6,66.58,431.37,497.95,Dallas,19.0,Scheduled Engine
MAINT00002225,TRK00030,2024-04-03,Brake,363470,3.1,281.91,2399.08,2680.99,Houston,5.8,Scheduled Brake
MAINT00002226,TRK00052,2024-04-03,Inspection,640706,5.2,580.97,70.54,651.51,Philadelphia,29.6,Scheduled Inspection
MAINT00002227,TRK00054,2024-04-03,Inspection,282038,2.0,186.91,10.96,197.87,Columbus,20.9,Emergency Inspection
MAINT00002228,TRK00027,2024-04-04,Transmission,446755,1.4,125.47,2329.01,2454.48,Indianapolis,14.9,Scheduled Transmission
MAINT00002229,TRK00094,2024-04-04,Engine,120904,5.2,505.51,975.18,1480.69,Dallas,43.7,Scheduled Engine
MAINT00002230,TRK00053,2024-04-05,Repair,440655,4.7,421.12,239.5,660.62,Atlanta,23.3,Scheduled Repair
MAINT00002231,TRK00032,2024-04-06,Brake,385048,5.1,441.55,1019.59,1461.14,Salt Lake City,41.6,Scheduled Brake
MAINT00002232,TRK00022,2024-04-07,Engine,353413,5.2,614.82,3338.89,3953.71,Nashville,3.7,Emergency Engine
MAINT00002233,TRK00105,2024-04-07,Tire,385764,5.8,511.84,3398.14,3909.98,New York,47.0,Emergency Tire
MAINT00002234,TRK00073,2024-04-07,Engine,185317,3.8,369.72,3255.46,3625.18,Columbus,27.9,Scheduled Engine
MAINT00002235,TRK00088,2024-04-07,Preventive,301199,6.0,582.61,1580.73,2163.34,Houston,17.7,Routine Preventive
MAINT00002236,TRK00004,2024-04-07,Inspection,418498,7.2,653.43,62.87,716.3,Indianapolis,38.7,Routine Inspection
MAINT00002237,TRK00038,2024-04-08,Brake,266920,5.4,599.33,677.85,1277.18,Minneapolis,16.9,Emergency Brake
MAINT00002238,TRK00069,2024-04-08,Brake,476214,1.3,138.32,1944.06,2082.38,Atlanta,29.1,Scheduled Brake
MAINT00002239,TRK00045,2024-04-08,Preventive,219845,1.7,169.03,1969.28,2138.31,Memphis,24.1,Routine Preventive
MAINT00002240,TRK00053,2024-04-08,Inspection,382972,3.3,351.04,30.23,381.27,Seattle,27.4,Emergency Inspection
MAINT00002241,TRK00036,2024-04-09,Repair,211498,6.0,530.25,2272.09,2802.34,Minneapolis,21.9,Emergency Repair
MAINT00002242,TRK00067,2024-04-09,Repair,213919,6.0,686.06,811.56,1497.62,Los Angeles,41.9,Emergency Repair
MAINT00002243,TRK00045,2024-04-09,Brake,520450,4.3,470.7,3459.23,3929.93,Milwaukee,45.4,Scheduled Brake
MAINT00002244,TRK00014,2024-04-10,Inspection,164672,3.6,345.51,68.98,414.49,New York,32.6,Routine Inspection
MAINT00002245,TRK00014,2024-04-10,Inspection,693696,4.5,385.96,102.32,488.28,Kansas City,22.4,Routine Inspection
MAINT00002246,TRK00098,2024-04-11,Brake,84453,7.9,709.48,3475.82,4185.3,Oklahoma City,36.7,Scheduled Brake
MAINT00002247,TRK00009,2024-04-12,Engine,634456,4.9,440.7,1846.75,2287.45,Charlotte,19.1,Emergency Engine
MAINT00002248,TRK00013,2024-04-12,Transmission,64378,7.0,814.93,3418.07,4233.0,Chicago,39.4,Routine Transmission
MAINT00002249,TRK00110,2024-04-12,Preventive,404539,2.1,209.96,1064.4,1274.36,Detroit,13.1,Emergency Preventive
MAINT00002250,TRK00042,2024-04-12,Repair,326913,2.9,293.98,1979.58,2273.56,Minneapolis,17.8,Routine Repair
MAINT00002251,TRK00027,2024-04-13,Engine,67008,6.2,753.42,60.94,814.36,Denver,13.4,Scheduled Engine
MAINT00002252,TRK00101,2024-04-13,Engine,445344,4.0,438.96,2965.95,3404.91,Philadelphia,44.1,Routine Engine
MAINT00002253,TRK00072,2024-04-13,Brake,631394,3.3,358.41,2233.77,2592.18,Denver,10.7,Routine Brake
MAINT00002254,TRK00023,2024-04-13,Transmission,174856,2.6,245.71,2178.34,2424.05,Miami,13.9,Routine Transmission
MAINT00002255,TRK00106,2024-04-13,Repair,451424,2.2,196.61,1046.58,1243.19,Milwaukee,24.7,Scheduled Repair
MAINT00002256,TRK00018,2024-04-14,Brake,162829,3.4,329.59,1792.88,2122.47,Seattle,13.7,Emergency Brake
MAINT00002257,TRK00046,2024-04-14,Repair,170064,6.6,660.15,3210.71,3870.86,Las Vegas,35.0,Scheduled Repair
MAINT00002258,TRK00059,2024-04-15,Tire,279307,6.4,616.47,3302.2,3918.67,Oklahoma City,6.6,Emergency Tire
MAINT00002259,TRK00044,2024-04-15,Preventive,607765,5.5,600.5,77.38,677.88,Las Vegas,41.1,Emergency Preventive
MAINT00002260,TRK00016,2024-04-15,Tire,494452,0.5,58.15,2087.32,2145.47,Charlotte,27.3,Scheduled Tire
MAINT00002261,TRK00050,2024-04-16,Inspection,722511,0.5,47.25,27.35,74.6,Miami,30.2,Emergency Inspection
MAINT00002262,TRK00075,2024-04-16,Inspection,466658,6.4,653.53,122.48,776.01,Las Vegas,46.7,Scheduled Inspection
MAINT00002263,TRK00003,2024-04-19,Repair,241153,2.6,222.68,341.69,564.37,Portland,41.2,Scheduled Repair
MAINT00002264,TRK00119,2024-04-19,Tire,176590,1.8,212.43,548.64,761.07,Nashville,3.6,Scheduled Tire
MAINT00002265,TRK00045,2024-04-19,Inspection,409575,5.2,554.36,41.02,595.38,Detroit,32.3,Scheduled Inspection
MAINT00002266,TRK00108,2024-04-19,Preventive,397703,7.4,857.08,2827.67,3684.75,Milwaukee,38.5,Routine Preventive
MAINT00002267,TRK00069,2024-04-21,Tire,278353,2.0,179.34,2236.74,2416.08,Dallas,15.0,Routine Tire
MAINT00002268,TRK00081,2024-04-21,Engine,274039,2.6,283.14,1551.56,1834.7,Atlanta,43.1,Scheduled Engine
MAINT00002269,TRK00015,2024-04-21,Inspection,560884,2.9,338.67,126.68,465.35,Philadelphia,16.6,Emergency Inspection
MAINT00002270,TRK00072,2024-04-22,Brake,622575,0.6,59.14,2784.49,2843.63,Denver,20.0,Scheduled Brake
MAINT00002271,TRK00003,2024-04-22,Transmission,353580,7.8,780.17,210.0,990.17,Salt Lake City,6.0,Scheduled Transmission
MAINT00002272,TRK00120,2024-04-22,Transmission,713277,6.0,603.11,2538.02,3141.13,Houston,36.0,Routine Transmission
MAINT00002273,TRK00044,2024-04-23,Brake,700445,4.8,515.19,2598.34,3113.53,Oklahoma City,8.5,Emergency Brake
MAINT00002274,TRK00023,2024-04-24,Transmission,284908,5.1,546.68,1632.29,2178.97,Oklahoma City,25.5,Scheduled Transmission
MAINT00002275,TRK00094,2024-04-24,Brake,606469,3.8,391.88,2358.27,2750.15,Las Vegas,8.8,Routine Brake
MAINT00002276,TRK00040,2024-04-24,Preventive,131261,0.9,76.66,1946.65,2023.31,Houston,30.9,Routine Preventive
MAINT00002277,TRK00097,2024-04-24,Brake,543515,6.7,638.39,3371.15,4009.54,New York,43.8,Emergency Brake
MAINT00002278,TRK00023,2024-04-25,Repair,110275,3.3,308.91,1457.48,1766.39,Detroit,18.7,Scheduled Repair
MAINT00002279,TRK00048,2024-04-26,Tire,636477,5.4,555.44,3344.76,3900.2,Chicago,41.0,Scheduled Tire
MAINT00002280,TRK00002,2024-04-26,Brake,371558,7.6,691.68,1822.26,2513.94,Indianapolis,15.4,Scheduled Brake
MAINT00002281,TRK00071,2024-04-27,Preventive,436945,3.6,410.59,528.6,939.19,Kansas City,4.4,Emergency Preventive
MAINT00002282,TRK00119,2024-04-28,Repair,613226,6.7,654.2,2318.05,2972.25,Minneapolis,8.4,Routine Repair
MAINT00002283,TRK00067,2024-04-28,Preventive,580309,5.5,623.99,1617.91,2241.9,Philadelphia,17.0,Emergency Preventive
MAINT00002284,TRK00020,2024-04-28,Transmission,197219,4.3,406.32,2867.45,3273.77,Phoenix,16.2,Emergency Transmission
MAINT00002285,TRK00005,2024-04-28,Inspection,170644,4.7,508.58,54.9,563.48,Columbus,28.6,Routine Inspection
MAINT00002286,TRK00013,2024-04-28,Transmission,237908,3.4,295.53,2956.74,3252.27,Miami,19.8,Scheduled Transmission
MAINT00002287,TRK00072,2024-04-29,Inspection,412878,5.4,625.96,67.46,693.42,Milwaukee,43.0,Scheduled Inspection
MAINT00002288,TRK00025,2024-04-29,Engine,300033,5.9,720.7,2138.09,2858.79,Columbus,4.9,Emergency Engine
MAINT00002289,TRK00088,2024-04-29,Tire,333275,7.5,906.62,3141.72,4048.34,Philadelphia,22.1,Emergency Tire
MAINT00002290,TRK00056,2024-04-29,Preventive,295069,1.0,123.25,1781.4,1904.65,Detroit,16.4,Scheduled Preventive
MAINT00002291,TRK00110,2024-04-30,Repair,603155,1.4,151.99,67.45,219.44,Columbus,26.5,Emergency Repair
MAINT00002292,TRK00096,2024-04-30,Preventive,486989,3.9,486.06,2405.99,2892.05,Atlanta,36.0,Scheduled Preventive
MAINT00002293,TRK00057,2024-05-02,Transmission,327251,6.0,625.01,1004.76,1629.77,Seattle,37.9,Emergency Transmission
MAINT00002294,TRK00110,2024-05-02,Inspection,233912,4.7,484.99,144.92,629.91,Columbus,30.7,Emergency Inspection
MAINT00002295,TRK00092,2024-05-03,Inspection,661979,5.0,524.82,0.8,525.62,Memphis,26.4,Scheduled Inspection
MAINT00002296,TRK00025,2024-05-04,Preventive,218824,0.8,98.13,3047.38,3145.51,Indianapolis,20.0,Routine Preventive
MAINT00002297,TRK00010,2024-05-05,Engine,319494,6.3,551.09,161.95,713.04,Houston,31.0,Scheduled Engine
MAINT00002298,TRK00088,2024-05-06,Preventive,106573,5.1,477.1,3056.94,3534.04,Nashville,45.5,Scheduled Preventive
MAINT00002299,TRK00048,2024-05-06,Tire,600687,3.7,432.83,3489.95,3922.78,Kansas City,46.4,Emergency Tire
MAINT00002300,TRK00053,2024-05-06,Brake,395344,6.9,716.79,503.03,1219.82,Kansas City,28.6,Scheduled Brake
MAINT00002301,TRK00013,2024-05-06,Preventive,514848,3.6,390.36,443.88,834.24,Las Vegas,39.4,Routine Preventive
MAINT00002302,TRK00060,2024-05-08,Engine,208155,6.1,547.02,979.57,1526.59,Kansas City,32.2,Routine Engine
MAINT00002303,TRK00076,2024-05-08,Brake,678885,5.4,459.08,2960.99,3420.07,Indianapolis,24.5,Routine Brake
MAINT00002304,TRK00087,2024-05-09,Brake,466092,6.5,574.37,1683.16,2257.53,Charlotte,32.0,Emergency Brake
MAINT00002305,TRK00012,2024-05-09,Transmission,377978,1.5,173.79,1154.22,1328.01,Philadelphia,42.4,Scheduled Transmission
MAINT00002306,TRK00039,2024-05-09,Transmission,134059,2.0,182.65,3472.39,3655.04,Charlotte,8.5,Scheduled Transmission
MAINT00002307,TRK00017,2024-05-09,Repair,272669,7.8,737.06,1377.09,2114.15,Denver,22.1,Emergency Repair
MAINT00002308,TRK00044,2024-05-09,Transmission,598749,2.4,265.96,2266.7,2532.66,Atlanta,37.7,Emergency Transmission
MAINT00002309,TRK00006,2024-05-09,Repair,131363,4.5,525.86,931.47,1457.33,Memphis,4.8,Scheduled Repair
MAINT00002310,TRK00109,2024-05-10,Engine,159777,4.8,434.32,2022.17,2456.49,Milwaukee,35.4,Emergency Engine
MAINT00002311,TRK00017,2024-05-11,Engine,122412,5.0,606.94,1546.99,2153.93,Oklahoma City,31.5,Emergency Engine
MAINT00002312,TRK00113,2024-05-12,Preventive,444740,0.7,79.53,121.17,200.7,Detroit,20.3,Routine Preventive
MAINT00002313,TRK00066,2024-05-12,Transmission,526166,1.0,103.99,605.66,709.65,Denver,39.4,Emergency Transmission
MAINT00002314,TRK00018,2024-05-12,Tire,58947,6.0,659.23,1160.64,1819.87,Philadelphia,32.4,Emergency Tire
MAINT00002315,TRK00083,2024-05-12,Inspection,703793,5.7,531.95,14.69,546.64,Portland,7.0,Scheduled Inspection
MAINT00002316,TRK00014,2024-05-13,Engine,727769,1.5,146.34,2142.63,2288.97,Denver,9.9,Scheduled Engine
MAINT00002317,TRK00022,2024-05-13,Repair,552954,6.8,665.84,3413.34,4079.18,Oklahoma City,17.6,Emergency Repair
MAINT00002318,TRK00052,2024-05-15,Engine,177012,2.0,216.42,868.94,1085.36,Miami,31.4,Scheduled Engine
MAINT00002319,TRK00014,2024-05-15,Transmission,262169,7.4,666.25,2724.25,3390.5,Denver,7.9,Emergency Transmission
MAINT00002320,TRK00027,2024-05-17,Engine,306979,4.2,459.71,2567.29,3027.0,Portland,15.7,Scheduled Engine
MAINT00002321,TRK00007,2024-05-17,Brake,89955,2.8,296.55,423.11,719.66,Seattle,13.2,Emergency Brake
MAINT00002322,TRK00054,2024-05-17,Brake,610632,4.2,436.86,80.96,517.82,Milwaukee,15.6,Emergency Brake
MAINT00002323,TRK00008,2024-05-18,Transmission,399012,4.6,473.33,657.1,1130.43,Denver,42.4,Emergency Transmission
MAINT00002324,TRK00080,2024-05-18,Tire,663630,2.0,214.76,3298.29,3513.05,Salt Lake City,32.3,Routine Tire
MAINT00002325,TRK00099,2024-05-20,Transmission,275747,5.6,571.7,2733.25,3304.95,Columbus,9.5,Scheduled Transmission
MAINT00002326,TRK00090,2024-05-20,Engine,372896,0.8,80.63,3178.32,3258.95,Minneapolis,3.6,Scheduled Engine
MAINT00002327,TRK00009,2024-05-20,Engine,236038,2.0,216.68,514.3,730.98,Las Vegas,16.8,Scheduled Engine
MAINT00002328,TRK00084,2024-05-20,Preventive,320874,2.3,266.06,674.35,940.41,Detroit,3.4,Scheduled Preventive
MAINT00002329,TRK00095,2024-05-21,Preventive,353662,5.6,594.98,3263.84,3858.82,Chicago,36.5,Routine Preventive
MAINT00002330,TRK00015,2024-05-22,Inspection,552381,4.8,544.87,102.3,647.17,Charlotte,46.3,Routine Inspection
MAINT00002331,TRK00101,2024-05-22,Preventive,264181,3.7,410.63,76.53,487.16,Seattle,43.0,Emergency Preventive
MAINT00002332,TRK00114,2024-05-22,Transmission,57351,3.0,350.26,2914.17,3264.43,Charlotte,47.0,Emergency Transmission
MAINT00002333,TRK00056,2024-05-23,Repair,89461,2.4,227.11,1339.23,1566.34,Miami,6.4,Scheduled Repair
MAINT00002334,TRK00018,2024-05-23,Transmission,707673,6.8,593.72,1868.97,2462.69,Kansas City,8.3,Scheduled Transmission
MAINT00002335,TRK00114,2024-05-24,Inspection,181728,6.7,825.68,121.23,946.91,Las Vegas,37.4,Emergency Inspection
MAINT00002336,TRK00029,2024-05-25,Inspection,177096,0.8,91.46,70.81,162.27,Atlanta,43.9,Routine Inspection
MAINT00002337,TRK00040,2024-05-25,Transmission,155542,5.1,499.14,3368.7,3867.84,Los Angeles,19.2,Scheduled Transmission
MAINT00002338,TRK00061,2024-05-26,Transmission,736343,5.8,582.93,325.52,908.45,Omaha,4.7,Routine Transmission
MAINT00002339,TRK00087,2024-05-26,Inspection,528076,4.2,408.42,140.99,549.41,Oklahoma City,16.2,Routine Inspection
MAINT00002340,TRK00037,2024-05-27,Inspection,576672,3.0,309.17,77.87,387.04,Salt Lake City,23.5,Scheduled Inspection
MAINT00002341,TRK00076,2024-05-27,Brake,578156,6.6,774.35,1722.78,2497.13,Philadelphia,4.2,Emergency Brake
MAINT00002342,TRK00075,2024-05-27,Inspection,416758,4.8,529.75,118.31,648.06,Philadelphia,22.0,Routine Inspection
MAINT00002343,TRK00113,2024-05-27,Tire,593119,5.8,645.67,502.64,1148.31,Los Angeles,20.9,Emergency Tire
MAINT00002344,TRK00030,2024-05-28,Inspection,388354,5.7,699.9,70.31,770.21,Las Vegas,6.8,Emergency Inspection
MAINT00002345,TRK00088,2024-05-28,Preventive,279554,3.4,419.84,3141.2,3561.04,Salt Lake City,9.8,Routine Preventive
MAINT00002346,TRK00044,2024-05-28,Tire,509665,4.7,490.55,1284.89,1775.44,Milwaukee,28.7,Routine Tire
MAINT00002347,TRK00115,2024-05-29,Inspection,478003,3.7,431.7,73.37,505.07,Philadelphia,11.2,Emergency Inspection
MAINT00002348,TRK00075,2024-05-29,Brake,117377,6.9,809.49,3040.4,3849.89,Memphis,28.0,Routine Brake
MAINT00002349,TRK00028,2024-05-29,Engine,74394,2.3,255.57,2442.02,2697.59,Columbus,43.4,Scheduled Engine
MAINT00002350,TRK00087,2024-05-29,Brake,237575,6.4,666.48,1062.0,1728.48,Detroit,4.5,Emergency Brake
MAINT00002351,TRK00091,2024-05-29,Brake,298974,4.4,499.94,2238.48,2738.42,Memphis,19.3,Routine Brake
MAINT00002352,TRK00041,2024-05-30,Inspection,120222,4.8,416.98,128.25,545.23,Chicago,45.9,Emergency Inspection
MAINT00002353,TRK00023,2024-05-30,Brake,419158,1.0,93.91,1261.39,1355.3,Charlotte,23.1,Routine Brake
MAINT00002354,TRK00032,2024-05-30,Repair,267752,4.8,589.58,1795.57,2385.15,Columbus,32.5,Routine Repair
MAINT00002355,TRK00100,2024-05-31,Tire,599930,1.4,119.51,1090.2,1209.71,Salt Lake City,23.2,Routine Tire
MAINT00002356,TRK00091,2024-05-31,Repair,742041,5.6,522.47,3365.1,3887.57,Milwaukee,5.2,Emergency Repair
MAINT00002357,TRK00023,2024-06-01,Engine,385908,6.5,688.74,1463.17,2151.91,Phoenix,16.4,Scheduled Engine
MAINT00002358,TRK00002,2024-06-01,Preventive,536626,7.7,821.82,3104.68,3926.5,Minneapolis,38.9,Emergency Preventive
MAINT00002359,TRK00055,2024-06-01,Tire,627197,7.4,816.26,1954.96,2771.22,Omaha,36.2,Scheduled Tire
MAINT00002360,TRK00099,2024-06-01,Brake,269752,1.2,115.05,2089.61,2204.66,Seattle,19.5,Emergency Brake
MAINT00002361,TRK00115,2024-06-01,Transmission,593963,4.8,506.62,698.95,1205.57,Oklahoma City,18.1,Scheduled Transmission
MAINT00002362,TRK00111,2024-06-02,Repair,257624,5.0,476.3,405.46,881.76,Portland,14.5,Routine Repair
MAINT00002363,TRK00113,2024-06-02,Inspection,419844,7.7,682.11,129.92,812.03,Seattle,21.7,Emergency Inspection
MAINT00002364,TRK00081,2024-06-03,Brake,351230,0.9,106.85,3264.42,3371.27,Atlanta,10.1,Scheduled Brake
MAINT00002365,TRK00004,2024-06-04,Tire,177031,5.5,580.28,2698.36,3278.64,Omaha,37.5,Routine Tire
MAINT00002366,TRK00055,2024-06-04,Inspection,546216,3.8,406.5,106.83,513.33,Milwaukee,42.5,Routine Inspection
MAINT00002367,TRK00114,2024-06-04,Repair,519025,5.9,713.42,232.59,946.01,Seattle,22.2,Scheduled Repair
MAINT00002368,TRK00052,2024-06-04,Engine,681912,3.7,346.85,228.33,575.18,Dallas,16.4,Scheduled Engine
MAINT00002369,TRK00046,2024-06-04,Preventive,572514,7.7,714.74,1878.53,2593.27,Oklahoma City,33.8,Emergency Preventive
