driver_id,month,trips_completed,total_miles,total_revenue,average_mpg,total_fuel_gallons,on_time_delivery_rate,average_idle_hours
DRV00113,2023-07-01,25,31342,61136.63,6.55,4893.9,0.52,7.4
DRV00113,2023-08-01,13,23492,45893.74,6.44,3736.0,0.615,7.5
DRV00113,2023-09-01,25,35587,76465.29,6.24,5781.1,0.44,5.4
DRV00113,2023-10-01,17,25777,49419.58,6.33,4125.7,0.353,7.0
DRV00113,2023-11-01,17,23191,54765.95,6.68,3515.3,0.647,7.9
DRV00113,2023-12-01,13,22447,46608.51,6.47,3464.0,0.769,7.0
DRV00113,2024-01-01,20,25942,55438.22,6.58,3984.2,0.55,7.2
DRV00113,2024-02-01,16,24296,52813.7,6.19,3974.3,0.5,7.3
DRV00113,2024-03-01,18,27945,58064.02,6.57,4223.0,0.278,8.0
DRV00113,2024-04-01,16,24694,53331.8,6.32,4008.8,0.438,7.7
DRV00113,2024-05-01,14,15501,36438.12,6.4,2418.0,0.214,7.6
DRV00113,2024-06-01,14,16523,35141.26,6.33,2561.6,0.5,6.6
DRV00113,2024-07-01,21,30610,63944.43,6.33,4901.0,0.476,6.4
DRV00113,2024-08-01,19,30796,70786.44,6.8,4590.7,0.632,7.2
DRV00113,2024-09-01,22,34227,82662.74,6.45,5352.4,0.545,6.4
DRV00113,2024-10-01,14,23710,50312.04,6.28,3859.4,0.786,7.4
DRV00113,2024-11-01,16,17565,35582.19,6.49,2756.0,0.562,7.9
DRV00113,2024-12-01,15,18615,39750.58,6.51,2846.7,0.467,6.2
DRV00114,2022-01-01,26,42855,96489.2,6.41,6705.0,0.462,7.5
DRV00114,2022-02-01,18,28546,65919.27,6.31,4553.5,0.5,7.1
DRV00114,2022-03-01,13,25751,50085.85,6.45,3994.0,0.538,6.0
DRV00114,2022-04-01,15,21938,49934.47,6.53,3393.0,0.333,6.8
DRV00114,2022-05-01,15,20938,46343.82,6.3,3344.6,0.533,7.2
DRV00114,2022-06-01,12,21275,40447.62,6.48,3343.8,0.417,7.4
DRV00114,2022-07-01,26,38691,81028.68,6.36,6137.8,0.346,7.0
DRV00114,2022-08-01,14,17874,36326.6,6.58,2729.9,0.714,7.9
DRV00114,2022-09-01,17,24373,52076.54,6.57,3773.1,0.294,6.7
DRV00114,2022-10-01,23,27079,57369.48,6.28,4274.1,0.435,6.4
DRV00114,2022-11-01,20,27159,67462.2,6.45,4235.8,0.4,8.0
DRV00114,2022-12-01,26,33360,70420.58,6.36,5310.6,0.423,6.6
DRV00114,2023-01-01,25,38340,82150.83,6.36,5975.0,0.32,7.1
DRV00114,2023-02-01,23,37237,85629.8,6.75,5607.8,0.391,6.5
DRV00114,2023-03-01,16,35205,72457.38,6.45,5504.0,0.562,7.0
DRV00114,2023-04-01,18,23488,47535.14,6.73,3583.7,0.389,6.4
DRV00114,2023-05-01,21,35473,79758.69,6.33,5644.2,0.476,8.4
DRV00114,2023-06-01,25,38266,88472.31,6.5,5908.6,0.6,6.7
DRV00114,2023-07-01,15,18274,39558.79,6.51,2832.5,0.133,6.7
DRV00114,2023-08-01,20,27562,52105.13,6.66,4154.8,0.2,6.5
DRV00114,2023-09-01,18,31280,65026.66,6.58,4735.9,0.444,6.0
DRV00114,2023-10-01,16,24822,51186.79,6.48,3793.0,0.438,7.2
DRV00114,2023-11-01,27,42126,88278.36,6.51,6646.9,0.556,7.1
DRV00114,2023-12-01,14,19382,39399.15,6.57,3028.6,0.571,7.6
DRV00114,2024-01-01,21,37584,83590.44,6.35,5998.4,0.667,6.5
DRV00114,2024-02-01,23,33393,70986.48,6.43,5274.6,0.609,7.8
DRV00114,2024-03-01,18,25635,55838.86,6.44,4084.9,0.333,8.1
DRV00114,2024-04-01,24,40450,80187.83,6.62,6178.6,0.458,7.2
DRV00114,2024-05-01,26,30688,72660.74,6.4,4813.9,0.5,7.6
DRV00114,2024-06-01,13,12747,25168.24,6.33,1991.0,0.692,6.7
DRV00114,2024-07-01,17,21168,43630.48,6.4,3326.7,0.529,5.9
DRV00114,2024-08-01,22,25295,51448.58,6.39,3924.4,0.409,7.2
DRV00114,2024-09-01,16,24037,54937.66,6.54,3791.2,0.562,7.7
DRV00114,2024-10-01,21,21954,45562.82,6.51,3440.8,0.143,7.2
DRV00114,2024-11-01,15,19690,37283.03,6.41,3099.8,0.667,8.1
DRV00114,2024-12-01,19,29343,64729.87,6.43,4684.5,0.632,7.3
DRV00117,2022-01-01,19,22427,47429.74,6.8,3333.8,0.421,7.2
DRV00117,2022-02-01,17,19452,38519.47,6.41,3026.4,0.529,6.1
DRV00117,2022-03-01,24,33477,72076.74,6.48,5209.3,0.417,7.8
DRV00117,2022-04-01,19,26742,58252.76,6.52,4146.3,0.474,7.2
DRV00117,2022-05-01,18,30844,59356.97,6.63,4598.6,0.611,8.4
DRV00117,2022-06-01,21,24453,50991.22,6.45,3827.8,0.238,7.7
DRV00117,2022-07-01,20,28365,60445.06,6.59,4307.1,0.4,7.3
DRV00117,2022-08-01,13,14624,30816.09,6.42,2319.2,0.308,6.2
DRV00117,2022-09-01,15,18045,40394.37,6.47,2849.2,0.467,8.0
DRV00117,2022-10-01,20,31212,69182.04,6.57,4692.0,0.35,6.7
DRV00117,2022-11-01,25,31994,69364.98,6.57,4876.2,0.44,7.3
DRV00117,2022-12-01,21,33484,74809.77,6.58,5169.0,0.286,6.8
DRV00117,2023-01-01,20,26941,57679.41,6.56,4105.1,0.55,6.8
DRV00117,2023-02-01,15,16151,33866.82,6.86,2380.6,0.267,7.1
DRV00117,2023-03-01,22,28731,68254.39,6.5,4443.4,0.364,7.0
DRV00117,2023-04-01,16,26560,59267.3,6.82,3965.2,0.562,6.1
DRV00117,2023-05-01,13,19329,37218.07,6.49,2966.0,0.615,7.4
DRV00117,2023-06-01,14,21848,45425.69,6.66,3274.7,0.429,9.2
DRV00117,2023-07-01,17,26695,61636.0,6.46,4207.5,0.588,6.7
DRV00117,2023-08-01,17,20680,41863.76,6.42,3277.2,0.588,6.3
DRV00117,2023-09-01,16,23891,50659.79,6.48,3652.2,0.438,6.6
DRV00117,2023-10-01,19,21063,44991.58,6.45,3300.0,0.368,6.0
DRV00117,2023-11-01,18,28058,60870.9,6.44,4427.7,0.111,7.5
DRV00117,2023-12-01,22,36871,84122.84,6.37,5839.1,0.545,6.6
DRV00117,2024-01-01,21,25686,51887.96,6.43,3982.3,0.381,6.1
DRV00117,2024-02-01,20,31055,63971.78,6.59,4735.8,0.45,6.8
DRV00117,2024-03-01,23,32939,75777.0,6.46,5061.5,0.391,7.0
DRV00117,2024-04-01,24,36173,72318.37,6.56,5616.8,0.542,6.6
DRV00117,2024-05-01,23,33397,75276.18,6.5,5134.7,0.391,6.6
DRV00117,2024-06-01,20,25834,58068.84,6.4,4073.2,0.4,7.2
DRV00117,2024-07-01,27,35086,67470.72,6.24,5615.6,0.519,7.3
DRV00117,2024-08-01,14,21075,43014.23,6.46,3305.7,0.571,7.1
DRV00117,2024-09-01,17,20626,44593.58,6.52,3224.6,0.529,5.2
DRV00117,2024-10-01,22,28196,61778.05,6.35,4460.8,0.455,7.8
DRV00117,2024-11-01,14,24865,49814.03,6.71,3719.6,0.357,6.5
DRV00117,2024-12-01,19,23685,52471.72,6.44,3733.3,0.316,6.9
DRV00118,2022-01-01,11,12463,25785.01,6.61,1900.5,0.273,5.0
DRV00118,2022-02-01,13,22025,42864.56,6.81,3265.3,0.231,8.5
DRV00118,2022-03-01,26,36687,72847.36,6.56,5666.9,0.308,7.5
DRV00118,2022-04-01,11,14786,33347.38,6.64,2281.3,0.273,7.2
DRV00118,2022-05-01,19,27293,54455.49,6.32,4326.3,0.316,7.1
DRV00118,2022-06-01,15,21997,44947.8,6.55,3337.1,0.533,6.3
DRV00118,2022-07-01,24,42574,94617.1,6.45,6730.1,0.5,7.0
DRV00118,2022-08-01,23,29781,65105.98,6.53,4576.7,0.609,6.9
DRV00118,2022-09-01,13,22204,48476.14,6.31,3610.3,0.308,7.3
DRV00118,2022-10-01,19,26323,60306.64,6.41,4127.6,0.421,7.6
DRV00118,2022-11-01,29,43201,94873.14,6.47,6710.8,0.379,7.1
DRV00118,2022-12-01,17,24293,45602.23,6.45,3820.2,0.412,6.6
DRV00118,2023-01-01,16,23498,47346.76,6.45,3716.3,0.375,5.2
DRV00118,2023-02-01,15,17393,34063.77,6.47,2661.5,0.333,6.6
DRV00118,2023-03-01,21,31262,65664.97,6.5,4811.7,0.333,6.1
DRV00118,2023-04-01,22,26749,59625.74,6.6,4053.8,0.455,6.3
DRV00118,2023-05-01,17,24769,58673.62,6.65,3689.3,0.176,7.6
DRV00118,2023-06-01,17,25349,57682.74,6.6,3784.7,0.412,6.6
DRV00118,2023-07-01,14,15122,31009.35,6.71,2216.6,0.5,6.6
DRV00118,2023-08-01,20,23492,50883.44,6.53,3656.5,0.4,6.4
DRV00118,2023-09-01,22,25365,51708.16,6.43,4019.4,0.455,6.6
DRV00118,2023-10-01,18,24767,55394.58,6.42,3873.2,0.389,7.5
DRV00118,2023-11-01,18,22993,51115.97,6.7,3497.2,0.556,7.4
DRV00118,2023-12-01,16,18477,36954.44,6.4,2916.3,0.062,9.1
DRV00118,2024-01-01,22,36262,77457.36,6.54,5639.5,0.455,7.2
DRV00118,2024-02-01,20,29757,67319.46,6.61,4606.0,0.55,6.4
DRV00118,2024-03-01,15,25886,54512.39,6.36,4099.9,0.467,7.9
DRV00118,2024-04-01,23,37744,88995.07,6.42,5883.5,0.435,7.1
DRV00118,2024-05-01,7,7641,15794.37,6.32,1251.0,0.429,7.4
DRV00118,2024-06-01,19,23212,47435.57,6.57,3504.6,0.263,6.7
DRV00118,2024-07-01,15,24478,49990.84,6.45,3779.0,0.267,6.2
DRV00118,2024-08-01,26,39219,83737.96,6.63,6034.0,0.462,8.4
DRV00118,2024-09-01,12,20304,45327.88,6.62,3086.4,0.667,7.6
DRV00118,2024-10-01,18,28608,63540.86,6.52,4396.4,0.389,7.4
DRV00118,2024-11-01,22,35669,77886.23,6.57,5500.9,0.5,7.5
DRV00118,2024-12-01,17,24412,53202.85,6.63,3740.0,0.412,8.3
DRV00119,2022-01-01,25,35809,77037.85,6.55,5571.2,0.52,7.3
DRV00119,2022-02-01,16,18526,40056.5,6.64,2823.3,0.75,7.1
DRV00119,2022-03-01,15,23731,50160.19,6.41,3666.1,0.533,7.9
DRV00119,2022-04-01,16,26530,58652.38,6.46,4127.1,0.5,7.1
DRV00119,2022-05-01,17,21431,46473.97,6.64,3220.2,0.588,6.0
DRV00119,2022-06-01,11,14262,32837.9,6.47,2213.8,0.636,5.5
DRV00119,2022-07-01,14,17784,39092.36,6.66,2706.2,0.429,6.8
DRV00119,2022-08-01,16,19832,41133.4,6.53,3085.4,0.25,6.3
DRV00119,2022-09-01,19,30127,63527.93,6.57,4673.6,0.474,8.1
DRV00119,2022-10-01,12,17267,36635.1,6.76,2534.7,0.583,8.0
DRV00119,2022-11-01,16,22749,50775.24,6.34,3570.2,0.5,6.6
DRV00119,2022-12-01,19,29340,62569.66,6.61,4517.6,0.368,7.9
DRV00119,2023-01-01,20,28310,60580.73,6.34,4554.3,0.45,6.1
DRV00119,2023-02-01,19,29800,61440.23,6.33,4639.3,0.316,6.9
DRV00119,2023-03-01,11,14366,31389.8,6.4,2247.1,0.455,8.0
DRV00119,2023-04-01,14,20480,48257.63,6.65,3108.1,0.357,7.1
DRV00119,2023-05-01,16,20100,45368.2,6.67,3068.1,0.375,8.1
DRV00119,2023-06-01,21,33891,72538.26,6.53,5135.8,0.476,7.2
DRV00119,2023-07-01,22,23782,48473.05,6.45,3748.6,0.364,8.2
DRV00119,2023-08-01,14,23226,53627.64,6.37,3638.9,0.357,7.4
DRV00119,2023-09-01,21,34268,70536.04,6.6,5230.8,0.524,7.3
DRV00119,2023-10-01,26,33158,74447.18,6.52,5079.5,0.385,6.0
DRV00119,2023-11-01,19,20650,43632.71,6.56,3146.4,0.211,6.7
DRV00119,2023-12-01,16,23947,50338.81,6.51,3653.8,0.125,8.5
DRV00119,2024-01-01,19,24928,55582.83,6.44,3909.6,0.474,7.0
DRV00119,2024-02-01,17,28006,62058.06,6.42,4420.1,0.412,7.0
DRV00119,2024-03-01,13,20338,43933.11,6.27,3375.8,0.231,6.8
DRV00119,2024-04-01,23,28118,61172.46,6.5,4355.0,0.435,6.8
DRV00119,2024-05-01,15,21236,46100.38,6.76,3163.7,0.6,6.9
DRV00119,2024-06-01,15,20408,48291.67,6.16,3363.2,0.4,8.4
DRV00119,2024-07-01,22,38338,78996.8,6.49,5953.2,0.364,7.0
DRV00119,2024-08-01,20,28172,61283.85,6.74,4212.7,0.45,5.8
DRV00119,2024-09-01,20,28688,57419.7,6.38,4556.9,0.4,6.8
DRV00119,2024-10-01,24,26973,57951.25,6.54,4096.4,0.667,8.3
DRV00119,2024-11-01,22,30347,69010.89,6.67,4592.3,0.318,6.4
DRV00119,2024-12-01,23,30785,64227.94,6.49,4848.1,0.435,5.8
DRV00120,2022-01-01,12,20722,45449.76,6.47,3265.5,0.583,7.1
DRV00120,2022-02-01,15,20298,44829.8,6.52,3117.2,0.467,5.9
DRV00120,2022-03-01,19,28279,61847.22,6.56,4380.6,0.526,7.8
DRV00120,2022-04-01,30,35708,74356.32,6.4,5612.4,0.367,7.7
DRV00120,2022-05-01,19,22746,42387.44,6.51,3495.4,0.526,8.2
DRV00120,2022-06-01,20,23065,47505.62,6.72,3527.2,0.5,8.2
DRV00120,2022-07-01,23,37046,74778.46,6.48,5800.0,0.522,7.3
DRV00120,2022-08-01,26,33273,67571.13,6.41,5137.7,0.5,6.9
DRV00120,2022-09-01,23,33881,74896.61,6.44,5354.1,0.565,6.7
DRV00120,2022-10-01,17,20842,41063.29,6.58,3182.2,0.529,6.6
DRV00120,2022-11-01,19,26546,57161.48,6.29,4204.5,0.474,7.4
DRV00120,2022-12-01,15,15107,31606.95,6.35,2386.5,0.6,6.5
DRV00120,2023-01-01,15,22925,46465.97,6.5,3552.2,0.533,6.6
DRV00120,2023-02-01,25,36331,78288.78,6.4,5802.8,0.44,7.8
DRV00120,2023-03-01,20,23737,53454.7,6.48,3664.0,0.55,6.5
DRV00120,2023-04-01,16,27279,54279.31,6.76,4029.0,0.562,6.8
DRV00120,2023-05-01,18,26271,52748.01,6.64,3950.1,0.444,6.5
DRV00120,2023-06-01,16,24563,55293.75,6.51,3837.6,0.312,6.7
DRV00120,2023-07-01,18,31422,71938.32,6.42,4928.3,0.5,6.3
DRV00120,2023-08-01,20,30189,63585.05,6.61,4510.1,0.75,7.4
DRV00120,2023-09-01,12,13815,33320.34,6.52,2144.1,0.25,7.1
DRV00120,2023-10-01,12,18043,39266.5,6.52,2790.0,0.667,7.7
DRV00120,2023-11-01,16,20389,45166.81,6.46,3166.4,0.312,7.4
DRV00120,2023-12-01,15,16906,36225.14,6.5,2631.1,0.6,7.0
DRV00120,2024-01-01,20,26435,55381.52,6.53,3973.4,0.45,6.2
DRV00120,2024-02-01,23,35579,73391.26,6.53,5503.0,0.565,5.8
DRV00120,2024-03-01,25,33157,70866.78,6.54,5088.7,0.48,7.1
DRV00120,2024-04-01,12,16140,34159.72,6.58,2496.6,0.833,5.8
DRV00120,2024-05-01,12,17404,39807.13,6.33,2799.1,0.417,5.8
DRV00120,2024-06-01,15,22414,55777.14,6.75,3322.4,0.333,7.8
DRV00120,2024-07-01,16,29083,62571.46,6.69,4318.9,0.438,7.1
DRV00120,2024-08-01,12,14205,31253.58,6.61,2181.1,0.75,5.7
DRV00120,2024-09-01,21,31506,73270.35,6.71,4723.5,0.381,6.8
DRV00120,2024-10-01,15,19646,46162.06,6.43,3091.4,0.6,6.0
DRV00120,2024-11-01,20,28423,61163.97,6.41,4420.4,0.45,6.9
DRV00120,2024-12-01,14,26614,58498.98,6.36,4224.0,0.5,5.8
DRV00121,2022-01-01,11,13564,32355.62,6.53,2104.0,0.364,7.1
DRV00121,2022-02-01,18,20406,46958.63,6.46,3164.8,0.556,6.6
DRV00121,2022-03-01,16,28017,60626.69,6.53,4325.5,0.312,6.8
DRV00121,2022-04-01,25,30466,63931.92,6.76,4521.6,0.6,6.9
DRV00121,2022-05-01,22,39184,94027.61,6.43,6140.7,0.545,7.6
DRV00121,2022-06-01,19,25170,50885.29,6.61,3918.4,0.579,6.9
DRV00121,2022-07-01,16,24186,52033.11,6.26,3853.3,0.312,7.4
DRV00121,2022-08-01,20,29704,64170.05,6.65,4543.5,0.15,7.5
DRV00121,2022-09-01,11,15159,32745.95,6.56,2374.8,0.455,7.5
DRV00121,2022-10-01,26,33257,70018.83,6.56,5086.1,0.462,7.7
DRV00121,2022-11-01,23,36810,75163.51,6.37,5937.1,0.435,7.2
DRV00121,2022-12-01,15,22848,52343.48,6.53,3445.2,0.333,6.2
DRV00121,2023-01-01,13,23909,51891.1,6.54,3608.9,0.462,7.6
DRV00121,2023-02-01,17,26831,60462.74,6.72,4079.7,0.412,6.0
DRV00121,2023-03-01,17,22091,45793.44,6.5,3412.6,0.235,6.5
DRV00121,2023-04-01,21,28862,65950.69,6.44,4484.5,0.524,5.9
DRV00121,2023-05-01,18,28338,66225.05,6.49,4359.8,0.333,6.9
DRV00121,2023-06-01,15,21726,44984.82,6.2,3601.8,0.467,6.4
DRV00121,2023-07-01,15,25191,55029.24,6.42,3975.5,0.4,7.2
DRV00121,2023-08-01,18,28378,61033.72,6.33,4482.8,0.222,7.4
DRV00121,2023-09-01,19,19605,42163.12,6.37,3130.6,0.474,6.7
DRV00121,2023-10-01,24,37033,73206.76,6.49,5688.0,0.583,6.9
DRV00121,2023-11-01,15,21990,48208.05,6.27,3481.4,0.467,7.1
DRV00121,2023-12-01,17,27377,59081.38,6.28,4308.1,0.412,7.8
DRV00121,2024-01-01,25,42755,88946.32,6.31,6781.6,0.32,6.8
DRV00121,2024-02-01,16,17323,39549.34,6.52,2597.3,0.5,6.9
DRV00121,2024-03-01,19,24495,48885.9,6.45,3734.8,0.579,7.3
DRV00121,2024-04-01,16,26012,54935.54,6.49,4125.9,0.438,7.2
DRV00121,2024-05-01,19,25749,52168.63,6.36,4042.1,0.474,8.2
DRV00121,2024-06-01,18,25776,56835.11,6.42,4023.1,0.5,7.0
DRV00121,2024-07-01,15,25091,52435.18,6.53,3844.8,0.6,7.9
DRV00121,2024-08-01,15,23232,50394.91,6.56,3521.4,0.333,7.7
DRV00121,2024-09-01,24,25777,57296.67,6.67,3864.2,0.5,6.7
DRV00121,2024-10-01,26,39122,79804.0,6.55,6105.6,0.462,6.5
DRV00121,2024-11-01,25,38745,80290.34,6.64,5844.9,0.52,6.1
DRV00121,2024-12-01,19,30564,72254.57,6.41,4826.0,0.526,6.1
DRV00122,2022-01-01,24,37522,83518.32,6.66,5635.3,0.292,7.1
DRV00122,2022-02-01,5,3310,7096.56,6.06,521.9,0.4,6.3
DRV00122,2022-03-01,11,15011,34609.24,6.56,2316.8,0.273,8.8
DRV00122,2022-04-01,15,21259,43122.27,6.56,3230.7,0.467,6.8
DRV00122,2022-05-01,15,21971,43005.55,6.67,3235.6,0.4,6.4
DRV00122,2022-06-01,23,32868,68103.18,6.47,5071.9,0.609,6.3
DRV00122,2022-07-01,27,39157,83200.41,6.31,6321.7,0.37,6.9
DRV00122,2022-08-01,21,27850,60817.45,6.54,4344.9,0.333,6.7
DRV00122,2022-09-01,13,13975,30393.51,6.15,2259.8,0.462,6.9
DRV00122,2022-10-01,21,30039,61499.03,6.52,4727.8,0.429,7.3
DRV00122,2022-11-01,19,30784,65195.56,6.21,4970.7,0.474,6.8
DRV00122,2022-12-01,17,23950,48406.66,6.61,3605.2,0.412,6.5
DRV00122,2023-01-01,11,18251,37429.82,6.74,2667.7,0.455,6.8
DRV00122,2023-02-01,16,22107,46033.23,6.58,3430.0,0.375,6.2
DRV00122,2023-03-01,16,23947,53465.52,6.42,3737.9,0.312,5.6
DRV00122,2023-04-01,15,18531,37557.91,6.55,2881.8,0.533,7.2
DRV00122,2023-05-01,20,37783,82282.29,6.53,5816.0,0.35,7.1
DRV00122,2023-06-01,12,15559,31946.44,6.64,2349.3,0.5,6.5
DRV00122,2023-07-01,15,19393,40552.26,6.55,2922.9,0.8,6.6
DRV00122,2023-08-01,17,18025,33725.62,6.3,2934.6,0.412,6.8
DRV00122,2023-09-01,18,28097,62923.41,6.45,4502.7,0.222,7.9
DRV00122,2023-10-01,16,21327,45288.74,6.48,3340.0,0.562,6.1
DRV00122,2023-11-01,15,21343,39517.98,6.31,3413.6,0.6,7.2
DRV00122,2023-12-01,19,31182,67922.88,6.36,4924.6,0.421,7.5
DRV00122,2024-01-01,11,15552,33747.52,6.64,2426.2,0.455,4.4
DRV00122,2024-02-01,14,16779,30817.27,6.44,2618.8,0.571,7.2
DRV00122,2024-03-01,10,15087,30562.34,7.0,2165.2,0.1,6.9
DRV00122,2024-04-01,14,29564,67115.37,6.46,4597.1,0.286,6.7
DRV00122,2024-05-01,26,33836,73211.24,6.3,5390.6,0.423,7.3
DRV00122,2024-06-01,16,26411,58414.97,6.39,4210.8,0.5,6.2
DRV00122,2024-07-01,21,33505,73114.23,6.49,5224.8,0.333,6.7
DRV00122,2024-08-01,17,27892,63381.88,6.46,4411.1,0.471,6.7
DRV00122,2024-09-01,21,31849,71872.76,6.39,5032.9,0.381,6.9
DRV00122,2024-10-01,16,20415,44254.78,6.61,3132.6,0.438,7.8
DRV00122,2024-11-01,20,22112,46236.68,6.43,3502.3,0.55,5.8
DRV00122,2024-12-01,17,27952,63481.16,6.52,4264.0,0.471,6.0
DRV00123,2022-01-01,16,26327,54588.44,6.62,4026.9,0.5,7.5
DRV00123,2022-02-01,16,24162,49067.93,6.43,3882.6,0.5,7.5
DRV00123,2022-03-01,23,30027,63938.32,6.58,4609.0,0.348,6.9
DRV00123,2022-04-01,14,18942,44822.54,6.33,3034.3,0.5,8.2
DRV00123,2022-05-01,16,23611,51334.65,6.6,3583.2,0.188,7.8
DRV00123,2022-06-01,17,26135,53254.82,6.35,4202.6,0.353,7.8
DRV00123,2022-07-01,17,19084,39633.49,6.51,2942.6,0.118,6.7
DRV00123,2022-08-01,20,28988,63083.66,6.62,4454.9,0.25,6.5
DRV00123,2022-09-01,17,25197,54487.56,6.34,4020.9,0.294,7.0
DRV00123,2022-10-01,16,19026,41605.99,6.65,2852.2,0.375,7.0
DRV00123,2022-11-01,16,23531,54839.61,6.46,3701.4,0.5,5.5
DRV00123,2022-12-01,21,30076,56650.49,6.67,4529.4,0.286,7.8
DRV00123,2023-01-01,16,22698,47037.11,6.19,3678.8,0.812,7.3
DRV00123,2023-02-01,15,27094,53675.39,6.55,4193.5,0.667,6.3
DRV00123,2023-03-01,16,22078,51203.4,6.51,3422.9,0.5,8.6
DRV00123,2023-04-01,17,27635,61176.14,6.46,4350.8,0.412,7.3
DRV00123,2023-05-01,17,29094,55540.31,6.67,4448.3,0.412,7.4
DRV00123,2023-06-01,21,32707,73900.8,6.36,5100.8,0.571,7.3
DRV00123,2023-07-01,18,26065,60463.0,6.52,3999.6,0.5,7.1
DRV00123,2023-08-01,20,34497,75498.47,6.48,5309.4,0.35,6.9
DRV00123,2023-09-01,21,29399,65636.66,6.5,4600.6,0.524,6.7
DRV00123,2023-10-01,18,26151,56598.11,6.43,4078.0,0.5,7.4
DRV00123,2023-11-01,27,40694,85686.4,6.36,6423.0,0.519,6.8
DRV00123,2023-12-01,18,26054,58045.68,6.55,4025.2,0.389,6.7
DRV00123,2024-01-01,26,36107,79157.1,6.61,5403.0,0.231,5.8
DRV00123,2024-02-01,20,24684,53953.91,6.6,3727.9,0.45,6.5
DRV00123,2024-03-01,15,21062,42930.1,6.44,3264.2,0.533,8.3
DRV00123,2024-04-01,18,25211,53087.86,6.56,3805.0,0.667,6.3
DRV00123,2024-05-01,18,26952,60005.54,6.48,4212.7,0.444,7.4
DRV00123,2024-06-01,15,20377,40269.99,6.49,3197.4,0.467,6.7
DRV00123,2024-07-01,14,18096,41506.58,6.63,2715.1,0.357,7.5
DRV00123,2024-08-01,16,23171,53691.51,6.09,3837.3,0.312,7.4
DRV00123,2024-09-01,26,37842,83645.41,6.55,5735.6,0.538,7.2
DRV00123,2024-10-01,21,23698,54654.74,6.27,3748.8,0.333,7.5
DRV00123,2024-11-01,14,18984,43503.62,6.52,2967.7,0.429,6.0
DRV00123,2024-12-01,21,32031,69017.39,6.47,4974.1,0.476,6.5
DRV00124,2022-01-01,23,34689,75339.83,6.38,5472.0,0.435,7.5
DRV00124,2022-02-01,18,22043,46592.32,6.64,3429.3,0.167,5.9
DRV00124,2022-03-01,24,40945,87889.3,6.48,6351.1,0.625,7.9
DRV00124,2022-04-01,16,15261,33207.21,6.5,2331.8,0.375,6.8
DRV00124,2022-05-01,23,27215,57267.61,6.28,4338.3,0.565,6.7
DRV00124,2022-06-01,23,35605,71832.83,6.62,5542.1,0.348,7.1
DRV00124,2022-07-01,13,22821,48930.44,6.41,3611.0,0.385,7.9
DRV00124,2022-08-01,17,25122,52350.91,6.64,3785.9,0.235,7.5
DRV00124,2022-09-01,18,29793,55213.58,6.74,4418.8,0.222,6.7
DRV00124,2022-10-01,17,20690,42963.7,6.65,3112.6,0.588,5.6
DRV00124,2022-11-01,20,27486,59682.42,6.48,4326.8,0.4,6.2
DRV00124,2022-12-01,16,25679,52975.14,6.53,4018.5,0.25,6.0
DRV00124,2023-01-01,25,32912,67899.15,6.49,4967.9,0.68,7.3
DRV00124,2023-02-01,19,28251,54812.16,6.25,4540.1,0.421,7.2
DRV00124,2023-03-01,24,33431,77767.65,6.51,5175.7,0.375,6.7
DRV00124,2023-04-01,21,23696,51440.04,6.51,3724.5,0.571,6.5
DRV00124,2023-05-01,18,24524,52129.68,6.57,3762.8,0.333,6.2
DRV00124,2023-06-01,31,46748,106768.71,6.57,7095.9,0.516,6.8
DRV00124,2023-07-01,26,34945,76002.25,6.52,5317.3,0.192,7.3
DRV00124,2023-08-01,20,31544,66534.59,6.35,5044.7,0.5,7.1
DRV00124,2023-09-01,12,13694,27191.39,6.3,2188.2,0.5,7.8
DRV00124,2023-10-01,20,27289,57604.28,6.57,4298.9,0.5,7.0
DRV00124,2023-11-01,19,23980,53205.36,6.5,3753.3,0.789,7.3
DRV00124,2023-12-01,20,29309,66274.34,6.27,4755.0,0.45,7.0
DRV00124,2024-01-01,18,19432,43070.17,6.76,2896.8,0.278,7.6
DRV00124,2024-02-01,17,21712,46887.07,6.57,3347.3,0.412,8.1
DRV00124,2024-03-01,22,25630,54604.25,6.68,3897.5,0.364,7.1
DRV00124,2024-04-01,18,21771,47339.97,6.36,3493.5,0.333,5.9
DRV00124,2024-05-01,19,30326,73172.97,6.5,4712.9,0.421,6.4
DRV00124,2024-06-01,21,32487,70595.06,6.86,4769.4,0.429,6.8
DRV00124,2024-07-01,17,25404,57104.89,6.62,3871.5,0.412,6.7
DRV00124,2024-08-01,18,28267,62054.53,6.32,4501.3,0.333,6.8
DRV00124,2024-09-01,9,8400,16996.91,6.65,1254.4,0.333,9.5
DRV00124,2024-10-01,20,31805,69427.28,6.78,4708.7,0.4,7.4
DRV00124,2024-11-01,22,21699,46222.89,6.67,3271.5,0.545,6.5
DRV00124,2024-12-01,18,26234,55578.96,6.29,4227.4,0.5,6.5
DRV00125,2022-01-01,20,23284,52925.17,6.49,3644.7,0.6,6.4
DRV00125,2022-02-01,21,27156,62295.5,6.54,4228.8,0.524,7.2
DRV00125,2022-03-01,19,23249,51905.5,6.68,3473.1,0.632,5.9
DRV00125,2022-04-01,22,28501,60988.34,6.66,4327.5,0.409,6.6
DRV00125,2022-05-01,14,24499,49732.56,6.43,3723.4,0.643,5.7
DRV00125,2022-06-01,28,44549,91563.83,6.6,6815.9,0.536,7.6
